id,lat,lng,name,name_en,type,routes
6872659785,40.4090773,49.9439985,Neftçilər m/st,,bus_stop,
6897557094,40.4645283,50.0524496,Terminal 1,,bus_stop,
6918596293,39.817221,46.7591193,,,bus_stop,
7124431486,40.4233408,49.9099324,AYNA,,bus_station,
7142831107,40.8286824,46.0248519,,,bus_stop,
7142831121,40.829137,46.0237173,,,bus_stop,
7151245885,39.9881554,49.4278045,Kotal,,bus_stop,
7160484085,41.2040622,47.1790647,,Bus stop to Kis,bus_stop,
7187874786,40.3725681,49.9933941,,,bus_stop,
7187886087,40.3729307,49.9940387,,,bus_stop,
7246812955,39.7801836,48.133342,,,bus_stop,
7246812956,39.7801477,48.1338417,,,bus_stop,
7259856115,40.4027833,49.8706869,Nəriman Nərimanov,Nariman Narimanov station,stop_position,
7259856116,40.3998792,49.8506007,Gənclik,,stop_position,
7259856124,40.3798701,49.8487572,28 May,,stop_position,
7259856127,40.3717145,49.8445867,Sahil,,stop_position,
7259856130,40.3659586,49.8316486,İçərişəhər,Icherisheher,stop_position,
7279336593,40.4104823,49.8124456,Memar Əcəmi,Memar Ajami,station,
7279336594,40.410448,49.8124557,Memar Əcəmi,Memar Ajami,stop_position,
7279336600,40.4212723,49.7951004,Avtovağzal,,stop_position,
7280484985,39.9326897,46.830953,Əsgəran qəsəbəsi,,bus_stop,
7280485085,39.977623,46.8679834,,,bus_stop,
7293232973,40.3738058,49.8266507,Təzəpir məscidi,Taza Pir Mosque,bus_stop,
7293240922,40.380922,49.8232664,Respublika Gənclər Kitabxanası,,bus_stop,
7293257486,40.3757122,49.825271,Abdulla Şaiq küçəsi 128,,bus_stop,
7293266091,40.3754846,49.8297819,Akademik Milli Dram Teatrı,Academic National Drama Theatre,bus_stop,
7293304016,40.3859291,49.8795099,,,bus_stop,
7293339693,40.4023354,49.8195909,1,,subway_entrance,
7293339694,40.402572,49.8198279,2,,subway_entrance,
7293339695,40.4016807,49.8208664,4,,subway_entrance,
7293339696,40.4014209,49.821988,3,,subway_entrance,
7293343086,40.4018009,49.8207432,8 Noyabr,,stop_position,
7340906839,39.9729194,49.442013,,,stop_position,
7340906900,39.9736305,49.4444806,,,stop_position,
7340906902,39.9727699,49.443572,,,stop_position,
7352655977,39.9751996,49.4446663,,,stop_position,
7521032191,40.2181897,46.8246429,,,bus_station,
7542580360,40.5611457,49.6813023,Sumqayıt,,station,
7553657990,39.8273709,46.7569331,,,stop_position,
7562253753,40.6574324,46.6521105,,,bus_stop,
7562253754,40.6571619,46.6516857,,,bus_stop,
7562253755,40.6890789,46.5626321,,,bus_stop,
7562272892,40.6898579,46.5105422,,,bus_stop,
7562276991,40.6894438,46.5126233,,,bus_stop,
7562307392,40.6797242,46.4752566,,,bus_stop,
7562354250,40.6155709,46.3125839,,,bus_stop,
7562354251,40.6204204,46.310133,,,bus_stop,
7562427122,40.7019209,46.2780748,,,bus_stop,
